date,stock_id,HoldingSharesLevel,people,percent,unit
2019-04-26,0050,"1,000-5,000",51224,11.78,97480082
2019-04-26,0050,"10,001-15,000",1524,2.35,19528411
2019-04-26,0050,"100,001-200,000",100,1.71,14181691
2019-04-26,0050,"15,001-20,000",848,1.88,15557020
2019-04-26,0050,"20,001-30,000",710,2.19,18125315
2019-04-26,0050,"200,001-400,000",48,1.7,14125278
2019-04-26,0050,"30,001-40,000",309,1.32,10998521
2019-04-26,0050,"40,001-50,000",176,0.97,8060840
2019-04-26,0050,"400,001-600,000",19,1.13,9392000
2019-04-26,0050,"5,001-10,000",5445,5.14,42590662
2019-04-26,0050,"50,001-100,000",306,2.58,21423803
2019-04-26,0050,"600,001-800,000",7,0.58,4818000
2019-04-26,0050,"800,001-1,000,000",5,0.55,4599000
2019-04-26,0050,差異數調整（說明4）,0,-0.0,-1000
2019-04-26,0050,"more than 1,000,001",55,65.27,540149759
2019-04-26,0050,total,84973,100.0,827500000
2019-05-03,0050,1-999,24467,0.8,6516183
2019-05-03,0050,"1,000-5,000",51311,12.08,97568792
2019-05-03,0050,"10,001-15,000",1525,2.42,19553061
2019-05-03,0050,"100,001-200,000",104,1.81,14664691
2019-05-03,0050,"15,001-20,000",862,1.95,15815243
2019-05-03,0050,"20,001-30,000",709,2.24,18106828
2019-05-03,0050,"200,001-400,000",47,1.73,13971278
2019-05-03,0050,"30,001-40,000",302,1.33,10751862
2019-05-03,0050,"40,001-50,000",186,1.05,8529368
2019-05-03,0050,"400,001-600,000",17,1.03,8354000
2019-05-03,0050,"5,001-10,000",5423,5.25,42406613
2019-05-03,0050,"50,001-100,000",295,2.57,20784443
2019-05-03,0050,"600,001-800,000",7,0.59,4818000
2019-05-03,0050,"800,001-1,000,000",5,0.57,4604000
2019-05-03,0050,"more than 1,000,001",55,64.52,521055638
2019-05-03,0050,total,85315,100.0,807500000
2019-05-10,0050,1-999,24797,0.87,6613214
2019-05-10,0050,"1,000-5,000",51804,13.07,98797369
2019-05-10,0050,"10,001-15,000",1553,2.63,19901346
2019-05-10,0050,"100,001-200,000",102,1.92,14511691
2019-05-10,0050,"15,001-20,000",874,2.12,16031495
2019-05-10,0050,"20,001-30,000",718,2.43,18366482
2019-05-10,0050,"200,001-400,000",45,1.74,13176278
2019-05-10,0050,"30,001-40,000",308,1.44,10944528
2019-05-10,0050,"40,001-50,000",187,1.13,8605162
2019-05-10,0050,"400,001-600,000",20,1.27,9611000
2019-05-10,0050,"5,001-10,000",5454,5.65,42703764
2019-05-10,0050,"50,001-100,000",304,2.82,21319421
2019-05-10,0050,"600,001-800,000",6,0.54,4113000
2019-05-10,0050,"800,001-1,000,000",5,0.62,4690000
2019-05-10,0050,"more than 1,000,001",57,61.69,466115250
2019-05-10,0050,total,86234,100.0,755500000
2019-05-17,0050,1-999,25029,0.88,6707496
2019-05-17,0050,"1,000-5,000",60534,15.4,116169719
2019-05-17,0050,"10,001-15,000",1930,3.28,24772070
2019-05-17,0050,"100,001-200,000",119,2.23,16854691
2019-05-17,0050,"15,001-20,000",1081,2.63,19865328
2019-05-17,0050,"20,001-30,000",892,3.02,22833919
2019-05-17,0050,"200,001-400,000",47,1.82,13745278
2019-05-17,0050,"30,001-40,000",388,1.82,13790453
2019-05-17,0050,"40,001-50,000",248,1.52,11489249
2019-05-17,0050,"400,001-600,000",18,1.13,8537123
2019-05-17,0050,"5,001-10,000",6597,6.83,51545925
2019-05-17,0050,"50,001-100,000",377,3.53,26669921
2019-05-17,0050,"600,001-800,000",7,0.6,4597000
2019-05-17,0050,"800,001-1,000,000",4,0.49,3726000
2019-05-17,0050,差異數調整（說明4）,0,-0.0,-10000
2019-05-17,0050,"more than 1,000,001",60,54.73,412705828
2019-05-17,0050,total,97331,100.0,754000000
2019-05-24,0050,1-999,25094,0.87,6748293
2019-05-24,0050,"1,000-5,000",67755,17.12,132184252
2019-05-24,0050,"10,001-15,000",2334,3.88,29966761
2019-05-24,0050,"100,001-200,000",143,2.61,20161691
2019-05-24,0050,"15,001-20,000",1327,3.15,24382819
2019-05-24,0050,"20,001-30,000",1064,3.52,27206202
2019-05-24,0050,"200,001-400,000",51,1.93,14928278
2019-05-24,0050,"30,001-40,000",474,2.18,16884771
2019-05-24,0050,"40,001-50,000",291,1.73,13401101
2019-05-24,0050,"400,001-600,000",17,1.04,8042000
2019-05-24,0050,"5,001-10,000",7939,8.02,61942274
2019-05-24,0050,"50,001-100,000",449,4.08,31573129
2019-05-24,0050,"600,001-800,000",8,0.7,5461000
2019-05-24,0050,"800,001-1,000,000",5,0.61,4726000
2019-05-24,0050,"more than 1,000,001",59,48.49,374391429
2019-05-24,0050,total,107010,100.0,772000000
2019-05-31,0050,1-999,25352,0.87,6816016
2019-05-31,0050,"1,000-5,000",71598,17.93,139814984
2019-05-31,0050,"10,001-15,000",2519,4.14,32291037
2019-05-31,0050,"100,001-200,000",144,2.58,20125691
2019-05-31,0050,"15,001-20,000",1412,3.32,25893025
2019-05-31,0050,"20,001-30,000",1117,3.65,28494989
2019-05-31,0050,"200,001-400,000",55,2.05,16055662
2019-05-31,0050,"30,001-40,000",509,2.33,18180059
2019-05-31,0050,"40,001-50,000",327,1.93,15052930
2019-05-31,0050,"400,001-600,000",18,1.1,8613000
2019-05-31,0050,"5,001-10,000",8393,8.4,65503541
2019-05-31,0050,"50,001-100,000",466,4.21,32846229
2019-05-31,0050,"600,001-800,000",8,0.69,5402000
2019-05-31,0050,"800,001-1,000,000",5,0.6,4679000
2019-05-31,0050,"more than 1,000,001",58,46.14,359731837
2019-05-31,0050,total,111981,100.0,779500000
2019-06-06,0050,1-999,25462,0.78,6846358
2019-06-06,0050,"1,000-5,000",71653,16.09,139655049
2019-06-06,0050,"10,001-15,000",2497,3.69,32015515
2019-06-06,0050,"100,001-200,000",138,2.21,19220691
2019-06-06,0050,"15,001-20,000",1415,2.99,25977818
2019-06-06,0050,"20,001-30,000",1114,3.27,28451634
2019-06-06,0050,"200,001-400,000",61,2.06,17919662
2019-06-06,0050,"30,001-40,000",502,2.06,17873924
2019-06-06,0050,"40,001-50,000",326,1.72,14999829
2019-06-06,0050,"400,001-600,000",16,0.87,7561000
2019-06-06,0050,"5,001-10,000",8404,7.56,65629732
2019-06-06,0050,"50,001-100,000",472,3.83,33228860
2019-06-06,0050,"600,001-800,000",10,0.77,6715000
2019-06-06,0050,"800,001-1,000,000",7,0.75,6547000
2019-06-06,0050,"more than 1,000,001",57,51.28,444857928
2019-06-06,0050,total,112134,100.0,867500000
2019-06-14,0050,1-999,25932,0.47,6989499
2019-06-14,0050,"1,000-5,000",69737,9.26,135505621
2019-06-14,0050,"10,001-15,000",2363,2.06,30273006
2019-06-14,0050,"100,001-200,000",136,1.29,18915691
2019-06-14,0050,"15,001-20,000",1370,1.71,25136228
2019-06-14,0050,"20,001-30,000",1079,1.88,27624527
2019-06-14,0050,"200,001-400,000",56,1.12,16386662
2019-06-14,0050,"30,001-40,000",465,1.13,16555158
2019-06-14,0050,"40,001-50,000",322,1.01,14816537
2019-06-14,0050,"400,001-600,000",15,0.48,7060000
2019-06-14,0050,"5,001-10,000",8074,4.3,63035031
2019-06-14,0050,"50,001-100,000",451,2.16,31650721
2019-06-14,0050,"600,001-800,000",9,0.42,6184000
2019-06-14,0050,"800,001-1,000,000",9,0.55,8067052
2019-06-14,0050,"more than 1,000,001",60,72.09,1054800267
2019-06-14,0050,total,110078,100.0,1463000000
2019-06-21,0050,1-999,26334,0.41,7118508
2019-06-21,0050,"1,000-5,000",67128,7.62,130067414
2019-06-21,0050,"10,001-15,000",2202,1.65,28183655
2019-06-21,0050,"100,001-200,000",127,1.03,17702691
2019-06-21,0050,"15,001-20,000",1263,1.35,23181623
2019-06-21,0050,"20,001-30,000",1022,1.53,26171825
2019-06-21,0050,"200,001-400,000",55,0.91,15668481
2019-06-21,0050,"30,001-40,000",437,0.91,15537796
2019-06-21,0050,"40,001-50,000",285,0.76,13121880
2019-06-21,0050,"400,001-600,000",19,0.53,9041000
2019-06-21,0050,"5,001-10,000",7592,3.47,59284679
2019-06-21,0050,"50,001-100,000",427,1.76,30066491
2019-06-21,0050,"600,001-800,000",7,0.27,4703000
2019-06-21,0050,"800,001-1,000,000",3,0.16,2780000
2019-06-21,0050,"more than 1,000,001",66,77.55,1322370957
2019-06-21,0050,total,106967,100.0,1705000000
2019-06-28,0050,1-999,26727,0.42,7238750
2019-06-28,0050,"1,000-5,000",63551,7.21,122712329
2019-06-28,0050,"10,001-15,000",1992,1.49,25464614
2019-06-28,0050,"100,001-200,000",120,0.99,16882894
2019-06-28,0050,"15,001-20,000",1145,1.23,21026609
2019-06-28,0050,"20,001-30,000",934,1.4,23889846
2019-06-28,0050,"200,001-400,000",52,0.88,15024278
2019-06-28,0050,"30,001-40,000",398,0.83,14146992
2019-06-28,0050,"40,001-50,000",250,0.67,11493142
2019-06-28,0050,"400,001-600,000",17,0.47,8085000
2019-06-28,0050,"5,001-10,000",7043,3.22,54898878
2019-06-28,0050,"50,001-100,000",387,1.59,27092066
2019-06-28,0050,"600,001-800,000",7,0.28,4774893
2019-06-28,0050,"800,001-1,000,000",3,0.16,2780000
2019-06-28,0050,"more than 1,000,001",64,79.09,1345489709
2019-06-28,0050,total,102690,100.0,1701000000
2019-07-05,0050,1-999,26906,0.42,7278318
2019-07-05,0050,"1,000-5,000",61815,7.01,119068790
2019-07-05,0050,"10,001-15,000",1897,1.42,24226077
2019-07-05,0050,"100,001-200,000",111,0.91,15564691
2019-07-05,0050,"15,001-20,000",1111,1.2,20410355
2019-07-05,0050,"20,001-30,000",892,1.34,22779137
2019-07-05,0050,"200,001-400,000",52,0.87,14774278
2019-07-05,0050,"30,001-40,000",365,0.76,13006356
2019-07-05,0050,"40,001-50,000",236,0.63,10843753
2019-07-05,0050,"400,001-600,000",17,0.47,8133000
2019-07-05,0050,"5,001-10,000",6733,3.09,52589131
2019-07-05,0050,"50,001-100,000",368,1.52,25928462
2019-07-05,0050,"600,001-800,000",8,0.31,5292000
2019-07-05,0050,"800,001-1,000,000",3,0.16,2780000
2019-07-05,0050,差異數調整（說明4）,0,-0.0,-1000
2019-07-05,0050,"more than 1,000,001",65,79.8,1354326652
2019-07-05,0050,total,100579,100.0,1697000000
2019-07-12,0050,1-999,27295,0.43,7381208
2019-07-12,0050,"1,000-5,000",60392,6.84,116149203
2019-07-12,0050,"10,001-15,000",1836,1.38,23421046
2019-07-12,0050,"100,001-200,000",106,0.87,14771691
2019-07-12,0050,"15,001-20,000",1046,1.12,19175014
2019-07-12,0050,"20,001-30,000",870,1.3,22227968
2019-07-12,0050,"200,001-400,000",48,0.8,13709278
2019-07-12,0050,"30,001-40,000",357,0.74,12716725
2019-07-12,0050,"40,001-50,000",223,0.6,10256308
2019-07-12,0050,"400,001-600,000",17,0.47,8085000
2019-07-12,0050,"5,001-10,000",6556,3.01,51156486
2019-07-12,0050,"50,001-100,000",354,1.46,24938011
2019-07-12,0050,"600,001-800,000",7,0.26,4576000
2019-07-12,0050,"800,001-1,000,000",5,0.27,4630000
2019-07-12,0050,"more than 1,000,001",65,80.36,1363806062
2019-07-12,0050,total,99177,100.0,1697000000
2019-07-19,0050,1-999,27736,0.46,7504254
2019-07-19,0050,"1,000-5,000",58998,7.03,113365172
2019-07-19,0050,"10,001-15,000",1790,1.41,22844397
2019-07-19,0050,"100,001-200,000",101,0.88,14224403
2019-07-19,0050,"15,001-20,000",1008,1.14,18469590
2019-07-19,0050,"20,001-30,000",839,1.32,21399999
2019-07-19,0050,"200,001-400,000",52,0.91,14705374
2019-07-19,0050,"30,001-40,000",342,0.75,12166455
2019-07-19,0050,"40,001-50,000",215,0.61,9916601
2019-07-19,0050,"400,001-600,000",16,0.46,7515000
2019-07-19,0050,"5,001-10,000",6320,3.06,49310656
2019-07-19,0050,"50,001-100,000",335,1.46,23530085
2019-07-19,0050,"600,001-800,000",7,0.29,4674000
2019-07-19,0050,"800,001-1,000,000",8,0.45,7327746
2019-07-19,0050,"more than 1,000,001",58,79.7,1284046268
2019-07-19,0050,total,97825,100.0,1611000000
2019-07-26,0050,1-999,27872,0.49,7546287
2019-07-26,0050,"1,000-5,000",56363,7.07,107782712
2019-07-26,0050,"10,001-15,000",1686,1.41,21511218
2019-07-26,0050,"100,001-200,000",98,0.89,13676691
2019-07-26,0050,"15,001-20,000",912,1.09,16702298
2019-07-26,0050,"20,001-30,000",794,1.32,20220756
2019-07-26,0050,"200,001-400,000",49,0.91,13988278
2019-07-26,0050,"30,001-40,000",300,0.7,10682622
2019-07-26,0050,"40,001-50,000",213,0.64,9840119
2019-07-26,0050,"400,001-600,000",16,0.49,7571000
2019-07-26,0050,"5,001-10,000",5943,3.03,46258378
2019-07-26,0050,"50,001-100,000",316,1.45,22236078
2019-07-26,0050,"600,001-800,000",8,0.35,5454000
2019-07-26,0050,"800,001-1,000,000",4,0.24,3704000
2019-07-26,0050,"more than 1,000,001",61,79.84,1216825563
2019-07-26,0050,total,94635,100.0,1524000000
2019-08-02,0050,1-999,28173,0.5,7619750
2019-08-02,0050,"1,000-5,000",56184,7.11,107583735
2019-08-02,0050,"10,001-15,000",1707,1.44,21827322
2019-08-02,0050,"100,001-200,000",104,0.95,14462974
2019-08-02,0050,"15,001-20,000",903,1.09,16552374
2019-08-02,0050,"20,001-30,000",779,1.31,19858000
2019-08-02,0050,"200,001-400,000",49,0.92,13919278
2019-08-02,0050,"30,001-40,000",301,0.7,10713849
2019-08-02,0050,"40,001-50,000",212,0.64,9774967
2019-08-02,0050,"400,001-600,000",14,0.44,6664000
2019-08-02,0050,"5,001-10,000",5916,3.04,46050337
2019-08-02,0050,"50,001-100,000",323,1.5,22792086
2019-08-02,0050,"600,001-800,000",7,0.3,4575000
2019-08-02,0050,"800,001-1,000,000",6,0.37,5624000
2019-08-02,0050,"more than 1,000,001",62,79.62,1203482328
2019-08-02,0050,total,94740,100.0,1511500000
2019-08-08,0050,1-999,28311,0.51,7659797
2019-08-08,0050,"1,000-5,000",64339,8.27,124090587
2019-08-08,0050,"10,001-15,000",2004,1.72,25800549
2019-08-08,0050,"100,001-200,000",120,1.11,16655691
2019-08-08,0050,"15,001-20,000",1113,1.36,20420801
2019-08-08,0050,"20,001-30,000",925,1.57,23582883
2019-08-08,0050,"200,001-400,000",55,1.04,15699278
2019-08-08,0050,"30,001-40,000",372,0.88,13238360
2019-08-08,0050,"40,001-50,000",232,0.71,10718649
2019-08-08,0050,"400,001-600,000",16,0.51,7728000
2019-08-08,0050,"5,001-10,000",7021,3.65,54766484
2019-08-08,0050,"50,001-100,000",380,1.77,26673581
2019-08-08,0050,"600,001-800,000",5,0.22,3304000
2019-08-08,0050,"800,001-1,000,000",6,0.36,5511000
2019-08-08,0050,"more than 1,000,001",63,76.26,1143150340
2019-08-08,0050,total,104962,100.0,1499000000
2019-08-16,0050,1-999,28527,0.51,7741926
2019-08-16,0050,"1,000-5,000",66501,8.56,128357433
2019-08-16,0050,"10,001-15,000",2089,1.79,26839688
2019-08-16,0050,"100,001-200,000",129,1.2,18055691
2019-08-16,0050,"15,001-20,000",1172,1.43,21450398
2019-08-16,0050,"20,001-30,000",982,1.66,24952291
2019-08-16,0050,"200,001-400,000",53,0.99,14972278
2019-08-16,0050,"30,001-40,000",411,0.97,14685936
2019-08-16,0050,"40,001-50,000",255,0.78,11724280
2019-08-16,0050,"400,001-600,000",16,0.52,7888000
2019-08-16,0050,"5,001-10,000",7314,3.8,56989470
2019-08-16,0050,"50,001-100,000",396,1.86,27926581
2019-08-16,0050,"600,001-800,000",6,0.27,4060000
2019-08-16,0050,"800,001-1,000,000",6,0.36,5397000
2019-08-16,0050,"more than 1,000,001",62,75.24,1127959028
2019-08-16,0050,total,107919,100.0,1499000000
2019-08-23,0050,1-999,29015,0.55,7880485
2019-08-23,0050,"1,000-5,000",65015,8.78,125232100
2019-08-23,0050,"10,001-15,000",2049,1.84,26361786
2019-08-23,0050,"100,001-200,000",121,1.17,16726691
2019-08-23,0050,"15,001-20,000",1114,1.42,20365507
2019-08-23,0050,"20,001-30,000",954,1.7,24244467
2019-08-23,0050,"200,001-400,000",61,1.23,17628801
2019-08-23,0050,"30,001-40,000",406,1.01,14501504
2019-08-23,0050,"40,001-50,000",244,0.78,11223055
2019-08-23,0050,"400,001-600,000",14,0.48,6925000
2019-08-23,0050,"5,001-10,000",7072,3.85,54969162
2019-08-23,0050,"50,001-100,000",373,1.84,26305833
2019-08-23,0050,"600,001-800,000",7,0.32,4687000
2019-08-23,0050,"800,001-1,000,000",5,0.31,4516000
2019-08-23,0050,"more than 1,000,001",62,74.63,1063932609
2019-08-23,0050,total,106512,100.0,1425500000
2019-08-30,0050,1-999,29337,0.56,7985839
2019-08-30,0050,"1,000-5,000",65873,8.89,126783621
2019-08-30,0050,"10,001-15,000",2056,1.85,26444981
2019-08-30,0050,"100,001-200,000",124,1.2,17201691
2019-08-30,0050,"15,001-20,000",1125,1.44,20588186
2019-08-30,0050,"20,001-30,000",980,1.74,24920593
2019-08-30,0050,"200,001-400,000",59,1.2,17116278
2019-08-30,0050,"30,001-40,000",398,0.99,14232110
2019-08-30,0050,"40,001-50,000",249,0.8,11476099
2019-08-30,0050,"400,001-600,000",14,0.48,6981000
2019-08-30,0050,"5,001-10,000",7118,3.88,55334240
2019-08-30,0050,"50,001-100,000",372,1.83,26207095
2019-08-30,0050,"600,001-800,000",8,0.38,5481000
2019-08-30,0050,"800,001-1,000,000",7,0.44,6300000
2019-08-30,0050,"more than 1,000,001",63,74.25,1058447267
2019-08-30,0050,total,107783,100.0,1425500000
2019-09-06,0050,1-999,29593,0.62,8037612
2019-09-06,0050,"1,000-5,000",60366,9.04,115531314
2019-09-06,0050,"10,001-15,000",1806,1.81,23219146
2019-09-06,0050,"100,001-200,000",112,1.21,15580691
2019-09-06,0050,"15,001-20,000",969,1.39,17765502
2019-09-06,0050,"20,001-30,000",843,1.67,21439373
2019-09-06,0050,"200,001-400,000",59,1.32,16976278
2019-09-06,0050,"30,001-40,000",340,0.95,12149628
2019-09-06,0050,"40,001-50,000",210,0.75,9688299
2019-09-06,0050,"400,001-600,000",13,0.5,6503000
2019-09-06,0050,"5,001-10,000",6378,3.88,49608496
2019-09-06,0050,"50,001-100,000",339,1.88,24018130
2019-09-06,0050,"600,001-800,000",6,0.31,4059000
2019-09-06,0050,"800,001-1,000,000",6,0.44,5625000
2019-09-06,0050,"more than 1,000,001",61,74.15,947298531
2019-09-06,0050,total,101101,100.0,1277500000
2019-09-12,0050,1-999,30352,0.65,8185935
2019-09-12,0050,"1,000-5,000",56582,8.68,107817793
2019-09-12,0050,"10,001-15,000",1604,1.65,20579127
2019-09-12,0050,"100,001-200,000",107,1.21,15124691
2019-09-12,0050,"15,001-20,000",902,1.32,16496254
2019-09-12,0050,"20,001-30,000",757,1.55,19262312
2019-09-12,0050,"200,001-400,000",58,1.33,16565662
2019-09-12,0050,"30,001-40,000",311,0.89,11100177
2019-09-12,0050,"40,001-50,000",201,0.74,9269593
2019-09-12,0050,"400,001-600,000",15,0.59,7429000
2019-09-12,0050,"5,001-10,000",5850,3.66,45468463
2019-09-12,0050,"50,001-100,000",307,1.75,21751938
2019-09-12,0050,"600,001-800,000",6,0.32,4007000
2019-09-12,0050,"800,001-1,000,000",5,0.37,4675757
2019-09-12,0050,"more than 1,000,001",62,75.22,934266298
2019-09-12,0050,total,97119,100.0,1242000000
2019-09-20,0050,1-999,31017,0.64,8363887
2019-09-20,0050,"1,000-5,000",53317,7.86,101416712
2019-09-20,0050,"10,001-15,000",1476,1.47,18964116
2019-09-20,0050,"100,001-200,000",102,1.13,14624691
2019-09-20,0050,"15,001-20,000",815,1.15,14912519
2019-09-20,0050,"20,001-30,000",684,1.34,17376462
2019-09-20,0050,"200,001-400,000",56,1.25,16199662
2019-09-20,0050,"30,001-40,000",289,0.79,10314296
2019-09-20,0050,"40,001-50,000",192,0.68,8882856
2019-09-20,0050,"400,001-600,000",17,0.64,8311898
2019-09-20,0050,"5,001-10,000",5405,3.26,42073498
2019-09-20,0050,"50,001-100,000",292,1.6,20693758
2019-09-20,0050,"600,001-800,000",4,0.21,2799000
2019-09-20,0050,"800,001-1,000,000",5,0.35,4579000
2019-09-20,0050,"more than 1,000,001",61,77.54,999987645
2019-09-20,0050,total,93732,100.0,1289500000
2019-09-27,0050,1-999,31532,1.06,8420509
2019-09-27,0050,"1,000-5,000",52898,12.66,100413596
2019-09-27,0050,"10,001-15,000",1458,2.35,18693672
2019-09-27,0050,"100,001-200,000",104,1.85,14748691
2019-09-27,0050,"15,001-20,000",811,1.86,14823644
2019-09-27,0050,"20,001-30,000",668,2.14,16982900
2019-09-27,0050,"200,001-400,000",56,2.01,15986616
2019-09-27,0050,"30,001-40,000",275,1.23,9797439
2019-09-27,0050,"40,001-50,000",183,1.06,8445529
2019-09-27,0050,"400,001-600,000",19,1.24,9867910
2019-09-27,0050,"5,001-10,000",5317,5.21,41351765
2019-09-27,0050,"50,001-100,000",286,2.54,20186649
2019-09-27,0050,"600,001-800,000",5,0.43,3424405
2019-09-27,0050,"800,001-1,000,000",6,0.7,5559683
2019-09-27,0050,差異數調整（說明4）,0,-0.06,-479000
2019-09-27,0050,"more than 1,000,001",52,63.65,504775992
2019-09-27,0050,total,93670,100.0,793000000
2019-10-05,0050,1-999,31582,1.08,8440285
2019-10-05,0050,"1,000-5,000",51723,12.55,98052419
2019-10-05,0050,"10,001-15,000",1404,2.3,18002938
2019-10-05,0050,"100,001-200,000",97,1.76,13802691
2019-10-05,0050,"15,001-20,000",800,1.87,14641195
2019-10-05,0050,"20,001-30,000",650,2.11,16548493
2019-10-05,0050,"200,001-400,000",57,2.07,16230507
2019-10-05,0050,"30,001-40,000",261,1.19,9295203
2019-10-05,0050,"40,001-50,000",185,1.09,8521529
2019-10-05,0050,"400,001-600,000",16,1.04,8126910
2019-10-05,0050,"5,001-10,000",5206,5.17,40425811
2019-10-05,0050,"50,001-100,000",287,2.6,20355339
2019-10-05,0050,"600,001-800,000",4,0.36,2850000
2019-10-05,0050,"800,001-1,000,000",7,0.81,6359947
2019-10-05,0050,"more than 1,000,001",52,63.93,499346733
2019-10-05,0050,total,92331,100.0,781000000
2019-10-09,0050,1-999,32048,1.09,8573053
2019-10-09,0050,"1,000-5,000",50827,12.35,96345244
2019-10-09,0050,"10,001-15,000",1377,2.26,17644332
2019-10-09,0050,"100,001-200,000",97,1.76,13781691
2019-10-09,0050,"15,001-20,000",781,1.83,14299504
2019-10-09,0050,"20,001-30,000",639,2.08,16245726
2019-10-09,0050,"200,001-400,000",57,2.08,16250616
2019-10-09,0050,"30,001-40,000",259,1.18,9221648
2019-10-09,0050,"40,001-50,000",178,1.04,8175933
2019-10-09,0050,"400,001-600,000",15,0.95,7460081
2019-10-09,0050,"5,001-10,000",5082,5.07,39521998
2019-10-09,0050,"50,001-100,000",282,2.54,19803196
2019-10-09,0050,"600,001-800,000",8,0.71,5573067
2019-10-09,0050,"800,001-1,000,000",4,0.47,3718000
2019-10-09,0050,差異數調整（說明4）,0,-0.0,-11000
2019-10-09,0050,"more than 1,000,001",51,64.51,502896911
2019-10-09,0050,total,91705,100.0,779500000
2019-10-18,0050,1-999,32635,1.15,8694713
2019-10-18,0050,"1,000-5,000",49067,12.32,92840087
2019-10-18,0050,"10,001-15,000",1325,2.25,17006246
2019-10-18,0050,"100,001-200,000",104,1.98,14947964
2019-10-18,0050,"15,001-20,000",759,1.84,13890839
2019-10-18,0050,"20,001-30,000",626,2.11,15918249
2019-10-18,0050,"200,001-400,000",58,2.2,16585621
2019-10-18,0050,"30,001-40,000",263,1.24,9412153
2019-10-18,0050,"40,001-50,000",173,1.05,7946181
2019-10-18,0050,"400,001-600,000",16,1.04,7871000
2019-10-18,0050,"5,001-10,000",4890,5.04,38022720
2019-10-18,0050,"50,001-100,000",283,2.66,20100573
2019-10-18,0050,"600,001-800,000",5,0.46,3480000
2019-10-18,0050,"800,001-1,000,000",5,0.59,4467000
2019-10-18,0050,"more than 1,000,001",46,64.01,482316654
2019-10-18,0050,total,90255,100.0,753500000
2019-10-25,0050,1-999,32643,1.23,8686811
2019-10-25,0050,"1,000-5,000",48390,13.01,91522128
2019-10-25,0050,"10,001-15,000",1296,2.36,16616928
2019-10-25,0050,"100,001-200,000",104,2.12,14920691
2019-10-25,0050,"15,001-20,000",752,1.96,13781116
2019-10-25,0050,"20,001-30,000",625,2.26,15910068
2019-10-25,0050,"200,001-400,000",58,2.37,16661948
2019-10-25,0050,"30,001-40,000",260,1.31,9269293
2019-10-25,0050,"40,001-50,000",166,1.08,7630389
2019-10-25,0050,"400,001-600,000",20,1.43,10071207
2019-10-25,0050,"5,001-10,000",4801,5.3,37309022
2019-10-25,0050,"50,001-100,000",282,2.83,19911745
2019-10-25,0050,"600,001-800,000",5,0.49,3457000
2019-10-25,0050,"800,001-1,000,000",5,0.62,4392000
2019-10-25,0050,"more than 1,000,001",45,61.57,432859654
2019-10-25,0050,total,89452,100.0,703000000
2019-11-01,0050,1-999,32994,1.24,8732062
2019-11-01,0050,"1,000-5,000",47785,12.87,90284923
2019-11-01,0050,"10,001-15,000",1263,2.31,16202862
2019-11-01,0050,"100,001-200,000",109,2.26,15873964
2019-11-01,0050,"15,001-20,000",733,1.91,13410405
2019-11-01,0050,"20,001-30,000",602,2.18,15306552
2019-11-01,0050,"200,001-400,000",51,2.04,14305255
2019-11-01,0050,"30,001-40,000",253,1.28,9027562
2019-11-01,0050,"40,001-50,000",165,1.07,7566562
2019-11-01,0050,"400,001-600,000",18,1.29,9074286
2019-11-01,0050,"5,001-10,000",4685,5.19,36408777
2019-11-01,0050,"50,001-100,000",283,2.85,20003459
2019-11-01,0050,"600,001-800,000",6,0.58,4067000
2019-11-01,0050,"800,001-1,000,000",5,0.63,4466000
2019-11-01,0050,"more than 1,000,001",47,62.23,436270331
2019-11-01,0050,total,88999,100.0,701000000
2019-11-08,0050,1-999,33420,1.25,8799707
2019-11-08,0050,"1,000-5,000",47290,12.72,89213857
2019-11-08,0050,"10,001-15,000",1234,2.25,15818976
2019-11-08,0050,"100,001-200,000",97,1.97,13864353
2019-11-08,0050,"15,001-20,000",713,1.85,13031748
2019-11-08,0050,"20,001-30,000",605,2.19,15412385
2019-11-08,0050,"200,001-400,000",56,2.23,15665730
2019-11-08,0050,"30,001-40,000",254,1.28,9034002
2019-11-08,0050,"40,001-50,000",174,1.13,7969845
2019-11-08,0050,"400,001-600,000",20,1.43,10083380
2019-11-08,0050,"5,001-10,000",4590,5.09,35705661
2019-11-08,0050,"50,001-100,000",287,2.88,20200830
2019-11-08,0050,"600,001-800,000",5,0.49,3457000
2019-11-08,0050,"800,001-1,000,000",5,0.65,4605000
2019-11-08,0050,"more than 1,000,001",47,62.5,438137526
2019-11-08,0050,total,88797,100.0,701000000
2019-11-15,0050,1-999,33542,1.26,8790720
2019-11-15,0050,"1,000-5,000",47102,12.79,88878768
2019-11-15,0050,"10,001-15,000",1244,2.29,15959461
2019-11-15,0050,"100,001-200,000",97,1.99,13867094
2019-11-15,0050,"15,001-20,000",700,1.84,12811619
2019-11-15,0050,"20,001-30,000",612,2.24,15615651
2019-11-15,0050,"200,001-400,000",53,2.11,14680346
2019-11-15,0050,"30,001-40,000",249,1.27,8863361
2019-11-15,0050,"40,001-50,000",174,1.14,7974963
2019-11-15,0050,"400,001-600,000",18,1.32,9168380
2019-11-15,0050,"5,001-10,000",4570,5.1,35486864
2019-11-15,0050,"50,001-100,000",278,2.81,19541830
2019-11-15,0050,"600,001-800,000",7,0.69,4844000
2019-11-15,0050,"800,001-1,000,000",6,0.8,5583000
2019-11-15,0050,"more than 1,000,001",46,62.26,432433943
